knn_f1,knn_precision,knn_recall,knn_tp,n_map_p,n_map_r,n_pool_pdbs,n_pool_with_contacts,nearest_train_protein,neighbor_definition,protein_identity,status,thr,train_fraction,val_case
0.0,,,,,,100,58,7xc7,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.26411290322580644,skipped_low_identity,0.4,pct50,9k11_D_C
0.0,,,,,,100,58,,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct50,9k31_A_C
0.0,,,,,,100,58,2r7t,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.25814234016887816,skipped_low_identity,0.4,pct50,9kbz_A_C
0.0,,,,,,100,58,,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct50,9mna_C_E
0.0,,,,,,100,58,,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct50,9oy8_B_A
0.0,,,,,,100,58,,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct50,9pij_J_F
0.0,,,,,,100,58,8bh9,best protein-seq identity within frozen pct50 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.26186830015313933,skipped_low_identity,0.4,pct50,9yck_B_C
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,1m5p_G_C
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,1m8w_F_D
0.0,,,,,,200,65,4m30,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.27184466019417475,skipped_low_identity,0.4,pct100,21bh_G_M
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,2b2d_C_A
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,3bo4_D_A
0.5853658536585366,0.7058823529411765,0.5,12,1102,7,200,65,4a3k,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.9865711727842436,scored,0.4,pct100,3gtm_B_M
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,3ud4_A_B
0.881118881118881,0.9130434782608695,0.8513513513513513,63,24,1493,200,65,2zm6,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,1.0,scored,0.4,pct100,4dv1_U_A
0.0,,,,,,200,65,2ec0,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.36007462686567165,skipped_low_identity,0.4,pct100,4k4s_A_D
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,5dox_TA_FA
0.0,0.0,0.0,0,608,19,200,65,8g7v,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.890190336749634,scored,0.4,pct100,5f9f_A_B
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,5v7q_X_G
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,6g4s_S_A
0.0,,,,,,200,65,7x34,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.2803030303030303,skipped_low_identity,0.4,pct100,6hct_G_E
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,6n8m_H_A
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,6nut_A_B
0.0,,,,,,200,65,5zwo,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.3333333333333333,skipped_low_identity,0.4,pct100,6ppp_C_A
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,6qw6_Y_N
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,6s6b_K_L
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,6wnv_N_YA
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,7bhp_OA_A
0.0,,,,,,200,65,4m30,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.25650557620817843,skipped_low_identity,0.4,pct100,7c08_A_C
0.0,,,,,,200,65,9rw0,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.2687074829931973,skipped_low_identity,0.4,pct100,7n3o_A_B
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,7orl_B_A
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,7p7u_V_J
0.0,,,,,,200,65,6kqg,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.27942998760842624,skipped_low_identity,0.4,pct100,7py3_D_G
0.0,,,,,,200,65,5ef0,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.2641509433962264,skipped_low_identity,0.4,pct100,7q3l_G_E
0.8095238095238096,0.9444444444444444,0.7083333333333334,17,1123,9,200,65,8ukr,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.9946855624446412,scored,0.4,pct100,7rim_G_C
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,7uwe_F_A
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,7uzx_A_H
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,7v9u_A_D
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,7y7q_A_D
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,8b0j_A_G
0.25641025641025644,0.29411764705882354,0.22727272727272727,5,953,6,200,65,8ukr,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.41601255886970173,scored,0.4,pct100,8bws_E_S
0.0,,,,,,200,65,5gah,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.3181818181818182,skipped_low_identity,0.4,pct100,8g4i_T_A
0.0,,,,,,200,65,2wj8,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.26558891454965355,skipped_low_identity,0.4,pct100,8h67_E_B
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,8i0w_WA_I
0.7692307692307693,1.0,0.625,20,1047,5,200,65,8ehq,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.4756183745583039,scored,0.4,pct100,8k59_A_I
0.0,,,,,,200,65,6lu0,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.2699724517906336,skipped_low_identity,0.4,pct100,8k5p_A_L
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,8pkl_G_H
0.36666666666666664,0.4074074074074074,0.3333333333333333,11,398,17,200,65,8spo,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.7071428571428572,scored,0.4,pct100,8u72_N_B
0.0,,,,,,200,65,8idy,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.3275862068965517,skipped_low_identity,0.4,pct100,9h9n_G_A
0.0,,,,,,200,65,9hdq,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.2665764546684709,skipped_low_identity,0.4,pct100,9jwk_A_B
0.0,,,,,,200,65,7xc7,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.26411290322580644,skipped_low_identity,0.4,pct100,9k11_D_C
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,9k31_A_C
0.0,,,,,,200,65,2r7t,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.25814234016887816,skipped_low_identity,0.4,pct100,9kbz_A_C
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_sequences,,pct100,9mna_C_E
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,9oy8_B_A
0.0,,,,,,200,65,,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.0,missing_val_contacts,,pct100,9pij_J_F
0.0,,,,,,200,65,8bh9,best protein-seq identity within frozen pct100 pdb_list (among contact-exportable pool members); thr=0.4; S11-style partner identity,0.26186830015313933,skipped_low_identity,0.4,pct100,9yck_B_C
